Puzzle Number,Description,Words,Color
145,WORDS ABBREVIATED WITH LETTERS,"ARE, SEE, WHY, YOU",#5492ff
145,ROYAL ___,"FAMILY, FLUSH, JELLY, WE",#df7bea
146,WAYS TO PREPARE,"DRILL, PRACTICE, STUDY, TRAIN",#fbd400
146,HOLLOW CYLINDERS,"HOSE, PIPE, STRAW, TUBE",#69e352
146,WEAPONS IN THE GAME CLUE,"CANDLESTICK, KNIFE, ROPE, WRENCH",#5492ff
146,“E-” THINGS,"BIKE, CIGARETTE, SPORTS, TICKET",#df7bea
147,UNCHANGING,"EVEN, LEVEL, STABLE, STEADY",#fbd400
147,"LONG, SHARP OBJECTS","LANCE, PIN, SKEWER, SPIT",#69e352
147,MUSIC PUBLICATIONS,"BILLBOARD, PITCHFORK, ROLLING STONE, SPIN",#5492ff
147,WORDS WITH NUMERICAL PREFIXES,"BICYCLE, QUADRANT, TRILOGY, UNIFORM",#df7bea
148,INVESTMENTS,"BOND, CD, OPTION, STOCK",#fbd400
148,TERMS FOR RECORDS,"LP, PLATTER, VINYL, WAX",#69e352
148,CUBE-SHAPED,"BOUILLON, DIE, ICE, SUGAR",#5492ff
148,WORDS THAT GO WITH “BONE”,"FUNNY, HERRING, SOUP, WISH",#df7bea
149,DIGITAL NOTIFICATION SOUNDS,"CHIME, DING, PING, RING",#fbd400
149,TATTLE,"RAT, SING, SNITCH, SQUEAL",#69e352
149,GROUP WITHIN A GROUP,"CAMP, DIVISION, FACTION, WING",#5492ff
149,MICROSOFT PRODUCTS,"BING, EDGE, SURFACE, WORD",#df7bea
150,BROUGHT TO THE BEACH,"FLIP-FLOP, SUNSCREEN, TOWEL, UMBRELLA",#fbd400
150,TYPES OF FRENCH FRIES,"CURLY, SHOESTRING, WAFFLE, WEDGE",#69e352
150,EQUIVOCATE,"HEDGE, SEE-SAW, WAVER, YO-YO",#5492ff
150,SECOND WORDS OF VODKA COCKTAILS,"BREEZE, MARY, MULE, RUSSIAN",#df7bea
151,DOCTORS’ ORDERS,"DIET, EXERCISE, FRESH AIR, SLEEP",#fbd400
151,EMAIL ACTIONS,"COMPOSE, FORWARD, REPLY ALL, SEND",#69e352
151,PODCASTS,"RADIOLAB, SERIAL, UP FIRST, WTF",#5492ff
151,___ COMEDY,"BLACK, DIVINE, PROP, SKETCH",#df7bea
152,SPICES,"ANISE, DILL, NUTMEG, SAGE",#fbd400
152,INTELLIGENT,"BRIGHT, QUICK, SHARP, SMART",#69e352
152,DEODORANTS,"AXE, DEGREE, OLD SPICE, SECRET",#5492ff
152,MEDIEVAL WEAPONS,"CLUB, MACE, SPEAR, SWORD",#df7bea
153,SPARSE/LACKING,"LIGHT, SHORT, SPARE, THIN",#fbd400
153,FUN TIME,"BALL, BLAST, KICK, RIOT",#69e352
153,FILMMAKING EQUIPMENT,"BOOM, DOLLY, LENS, TRIPOD",#5492ff
153,“GET A ___!”,"CLUE, GRIP, LIFE, ROOM",#df7bea
154,PRESIDENTS,"FORD, GRANT, LINCOLN, WILSON",#fbd400
154,SPORTS PROFESSIONALS,"COACH, GM, PLAYER, SCOUT",#69e352
154,CAR COMPANIES,"BMW, HONDA, JAGUAR, SUBARU",#5492ff
154,COMMON PREFIXES,"AUTO, POST, SEMI, SUB",#df7bea
155,UNIT OF LANGUAGE,"LETTER, PARAGRAPH, SENTENCE, WORD",#fbd400
155,TRADEMARK,"FEATURE, HALLMARK, STAMP, TRAIT",#69e352
155,FUNNY PERSON,"CARD, CLOWN, CUTUP, JOKER",#5492ff
155,THINGS WITH LEAVES,"BOOK, TABLE, TEA, TREE",#df7bea
156,BASIC EMOTIONS,"ANGER, FEAR, HAPPINESS, SURPRISE",#fbd400
156,BIT OF VOCAL FANFARE,"BEHOLD, PRESTO, TADA, VOILA",#69e352
156,OBTAIN,"GET, LAND, SECURE, WIN",#5492ff
156,___ ANT,"ADAM, CARPENTER, FIRE, RED",#df7bea
157,“GROSS!”,"EW, ICK, PU, UGH",#fbd400
157,MAGAZINES,"O, OK, US, W",#69e352
157,“YES” IN DIFFERENT LANGUAGES,"DA, HAI, JA, SI",#5492ff
157,HOMOPHONES,"OUI, WE, WEE, WII",#df7bea
158,BALDERDASH,"BULL, HOGWASH, NONSENSE, ROT",#fbd400
158,HELM,"DIRECT, GUIDE, LEAD, STEER",#69e352
158,SINGLE/PLURAL ANIMALS,"BUFFALO, DEER, FISH, MOOSE",#5492ff
158,GREAT ___,"DANE, LAKE, SEAL, WHITE",#df7bea
159,BODYWEIGHT EXERCISES,"DIPS, LUNGES, PLANKS, SQUATS",#fbd400
159,EMAIL SIGN-OFFS,"BEST, CHEERS, REGARDS, THANKS",#69e352
159,"M.L.B. TEAMS, FOR SHORT","CARDS, JAYS, NATS, YANKS",#5492ff
159,ELIZABETHS (AND ONE ELISABETH),"BANKS, MOSS, TAYLOR, WARREN",#df7bea
160,QUICK PEEK,"GANDER, GLANCE, GLIMPSE, LOOK",#fbd400
160,DECEIT,"ACT, BLUFF, CHARADE, FRONT",#69e352
160,PARTS OF A MOUNTAIN,"CLIFF, CRAG, LEDGE, RIDGE",#5492ff
160,HOMOPHONES,"PEAK, PEEK, PEKE, PIQUE",#df7bea
161,ONSET,"BIRTH, CREATION, DAWN, START",#fbd400
161,VENERABLE,"AUGUST, GRAND, NOBLE, REGAL",#69e352
161,WALK,"MARCH, STEP, STRIDE, TREAD",#5492ff
161,___ DAY HOLIDAYS,"EARTH, GROUNDHOG, LABOR, MAY",#df7bea
162,RELIGIOUS FIGURES,"CARDINAL, LAMA, MONK, PASTOR",#fbd400
162,PRIMATES,"BABOON, BONOBO, GIBBON, GORILLA",#69e352
162,CHUTNEY VARIETIES,"MANGO, MINT, TAMARIND, TOMATO",#5492ff
162,IMITATE,"APE, MIME, MIRROR, PARROT",#df7bea
163,TYPES OF TEETH,"CANINE, FANG, MOLAR, TUSK",#fbd400
163,FASHIONABLE,"CHIC, HIP, HOT, IN",#69e352
163,DANCE MOVES,"FLOSS, ROBOT, VOGUE, WORM",#5492ff
163,THINGS THAT SUCK,"LEECH, STRAW, VACUUM, VAMPIRE",#df7bea
164,AREAS BETWEEN MOUNTAINS AND HILLS,"CANYON, GULCH, PASS, RAVINE",#fbd400
164,EAT VORACIOUSLY,"GORGE, GULP, SCARF, WOLF",#69e352
164,FEATURED IN “SNOW WHITE”,"APPLE, BASHFUL, MIRROR, QUEEN",#5492ff
164,“C” + BIRD,"CHEN, CLARK, COWL, CRAVEN",#df7bea
165,FOODS WITH CRUSTS,"PASTY, PIE, TART, TURNOVER",#fbd400
165,ENDING IN A SILENT “T”,"BOUQUET, PARFAIT, RAGOUT, RAPPORT",#69e352
165,COUNTRIES WITH RED AND WHITE FLAGS,"JAPAN, POLAND, TUNISIA, TURKEY",#5492ff
165,N.B.A. GREATS,"BIRD, CURRY, JAMES, JORDAN",#df7bea
166,CRITICIZE,"KNOCK, PAN, ROAST, SLAM",#fbd400
166,REALITY SHOWS,"ALONE, CATFISH, CHOPPED, SURVIVOR",#69e352
166,CAR BRANDS,"FIAT, JAGUAR, MINI, RAM",#5492ff
166,___ PAD,"BACHELOR, LILY, MAXI, MOUSE",#df7bea
167,SECLUDED,"HIDDEN, PRIVATE, REMOTE, SECRET",#fbd400
167,AGGREGATE SIZE,"AMOUNT, NUMBER, QUANTITY, VOLUME",#69e352
167,BODIES OF WATER,"CANAL, CHANNEL, SOUND, STRAIT",#5492ff
167,READS THE SAME ROTATED 180°,"96, MOW, NOON, SIS",#df7bea
168,MUNICIPALITIES,"CITY, COUNTY, TOWN, VILLAGE",#fbd400
168,BLENDER BUTTONS,"CHOP, GRIND, PULSE, PUREE",#69e352
168,FINANCIAL TERMS,"CAPITAL, EQUITY, INTEREST, STOCK",#5492ff
168,___ LEAGUE,"IVY, JUSTICE, LITTLE, PREMIER",#df7bea
169,CARRY A TUNE,"HUM, SCAT, SING, WHISTLE",#fbd400
169,WHOLE AMOUNT,"COUNT, GROSS, SUM, TOTAL",#69e352
169,MOJITO INGREDIENTS,"LIME, MINT, RUM, SODA",#5492ff
169,THINGS THAT ARE “STICKY”,"GLUE, GUM, STICK, TAPE",#df7bea
170,ROOMS IN A HOUSE,"BEDROOM, DEN, KITCHEN, STUDY",#fbd400
170,LAND SURROUNDED BY WATER,"ATOLL, BAR, ISLAND, KEY",#69e352
170,FILL TO EXCESS,"CRAM, JAM, PACK, STUFF",#5492ff
170,BEAN ___,"BAG, COUNTER, DIP, SPROUT",#df7bea
171,FOOT PARTS,"ARCH, BALL, SOLE, TOE",#fbd400
171,MUSICAL INSTRUMENTS,"BASS, HARP, HORN, ORGAN",#69e352
171,DOG COMMANDS,"COME, DOWN, SIT, STAY",#5492ff
171,BADDIE,"DOG, HEEL, JERK, SNAKE",#df7bea
172,AVOID,"DODGE, DUCK, ESCAPE, SKIRT",#fbd400
172,HITCHCOCK MOVIES,"BIRDS, NOTORIOUS, REBECCA, ROPE",#69e352
172,SIDEKICKS,"GOOSE, HOBBES, ROBIN, WATSON",#5492ff
172,___ CHEESE,"COTTAGE, CREAM, SAY, STRING",#df7bea
173,PLACES TO SHOP,"MALL, MARKET, OUTLET, STORE",#fbd400
173,WAYS TO REMOVE HAIR,"SHAVE, THREAD, TWEEZE, WAX",#69e352
173,PORTION OF PROFIT,"CUT, PIECE, SHARE, TAKE",#5492ff
173,KINDS OF WRENCHES,"ALLEN, CRESCENT, MONKEY, SOCKET",#df7bea
174,CONTAINERS,"BASKET, BIN, CHEST, HAMPER",#fbd400
174,CIRCULAR SHAPES,"BAND, CIRCLE, HOOP, RING",#69e352
174,RESTRICT,"CAP, CHECK, CURB, LIMIT",#5492ff
174,___ JAM,"NBA, PAPER, PEARL, TRAFFIC",#df7bea
175,MONTHLY BILLS,"CABLE, ELECTRIC, GAS, WATER",#fbd400
175,RELATED TO SOUND/HEARING,"ACOUSTIC, AUDITORY, HEARD, SONIC",#69e352
175,CONNECT,"COUPLE, HITCH, LINK, TIE",#5492ff
175,"EXCITE, WITH “UP”","AMP, FIRE, HYPE, PUMP",#df7bea
176,UNIT OF BREAD,"BAGUETTE, BUN, LOAF, ROLL",#fbd400
176,"ASSURE, AS A WIN","CLINCH, GUARANTEE, LOCK, SECURE",#69e352
176,SMALL IMPERFECTION,"CHIP, MARK, NICK, SCRATCH",#5492ff
176,HEAD OF ___,"HAIR, LETTUCE, STATE, STEAM",#df7bea
177,ENORMOUS,"BIG, GIANT, GREAT, HUGE",#fbd400
177,BOOKSTORE SECTIONS,"FICTION, HUMOR, POETRY, TRAVEL",#69e352
177,TV SHOWS WITH HAPPY-SOUNDING NAMES,"CHEERS, EUPHORIA, FELICITY, GLEE",#5492ff
177,___ CRANE,"CONSTRUCTION, FRASIER, PAPER, WHOOPING",#df7bea
178,FOUND ON SHEET MUSIC,"CLEF, NOTE, REST, STAFF",#fbd400
178,ZODIAC SYMBOLS,"BULL, CRAB, SCALES, TWINS",#69e352
178,RECORD LABELS,"CAPITOL, COLUMBIA, ISLAND, VIRGIN",#5492ff
178,ZODIAC SIGN BEGINNINGS,"CAN, GEM, LIB, TAU",#df7bea
179,STATE ABBREVIATIONS,"HI, LA, MA, OK",#fbd400
179,CABLE CHANNELS,"BET, E, HALLMARK, USA",#69e352
179,IN THE NATO ALPHABET,"ALFA, BRAVO, ROMEO, TANGO",#5492ff
179,___-___,"BOO, POM, TOM, YO",#df7bea
180,DECLINE,"EBB, FADE, FLAG, WANE",#fbd400
180,ABSOLUTE,"PURE, SHEER, TOTAL, UTTER",#69e352
180,EXPRESS,"AIR, SPEAK, STATE, VOICE",#5492ff
180,SUPERHERO LAST NAMES,"BANNER, PRINCE, STARK, WAYNE",#df7bea
181,ICE CREAM TREATS,"FLOAT, SHAKE, SPLIT, SUNDAE",#fbd400
181,HARDWARE FASTENERS,"BOLT, NAIL, RIVET, SCREW",#69e352
181,KINDS OF COOKING OIL,"CORN, OLIVE, PALM, PEANUT",#5492ff
181,STICKY ___,"FINGERS, NOTE, RICE, WICKET",#df7bea
182,PARTS OF A RIVER,"BANK, BED, DELTA, MOUTH",#fbd400
182,SOMETHING EASY TO DO,"BREEZE, CINCH, PICNIC, SNAP",#69e352
182,WRAP AROUND IN A CIRCLE,"COIL, SPIRAL, TWIST, WIND",#5492ff
182,JUMP INTO THE AIR,"BOUND, LEAP, SPRING, VAULT",#df7bea
183,LUXURIOUS FABRICS,"CHIFFON, SATIN, SILK, VELVET",#fbd400
183,COME DOWN TO REST,"LAND, PERCH, ROOST, SETTLE",#69e352
183,SHOE PARTS,"EYELET, LACE, SOLE, TONGUE",#5492ff
183,THINGS THAT ARE DELIVERED,"BABY, BLOW, PACKAGE, SPEECH",#df7bea
184,MURKY CONDITION,"CLOUD, FOG, HAZE, MIST",#fbd400
184,FOLLOW,"SHADOW, TAIL, TRACK, TRAIL",#69e352
184,PINBALL MACHINE COMPONENTS,"BALL, BUMPER, FLIPPER, PLUNGER",#5492ff
184,___LAND COUNTRIES,"FIN, ICE, IRE, NETHER",#df7bea
185,GOLF COURSE PARTS,"BUNKER, FAIRWAY, GREEN, ROUGH",#fbd400
185,“I GIVE!”,"ENOUGH, MERCY, STOP, UNCLE",#69e352
185,INDECENT,"BAWDY, BLUE, COARSE, RISQUE",#5492ff
185,”-OUGH” WORDS THAT DON’T RHYME,"BOUGH, COUGH, DOUGH, TOUGH",#df7bea
186,PESTER,"BADGER, BUG, HOUND, NAG",#fbd400
186,SPORTS VENUES,"ARENA, BOWL, DOME, FIELD",#69e352
186,SEPARATE,"DIVIDE, FORK, PART, SPLIT",#5492ff
186,SILVER ___,"FOX, LINING, SCREEN, SPOON",#df7bea
187,CURMUDGEON,"CRAB, CRANK, GROUCH, GRUMP",#fbd400
187,GET LOW,"CROUCH, DUCK, SQUAT, STOOP",#69e352
187,NATIONAL SYMBOLS,"ANTHEM, FLAG, MOTTO, SEAL",#5492ff
187,SWINDLER,"CHEAT, CROOK, QUACK, SHARK",#df7bea
188,FARM TOOLS,"HOE, PLOW, RAKE, SICKLE",#fbd400
188,SCHEME,"PLOT, PLOY, RUSE, TRICK",#69e352
188,MAKE HAPPY,"AMUSE, DELIGHT, PLEASE, TICKLE",#5492ff
188,ONOMATOPOEIA,"BANG, PLOP, SPLASH, THUD",#df7bea
189,RESERVE FOR LATER,"BANK, SAVE, STASH, STORE",#fbd400
189,"BOLDNESS, FIGURATIVELY","GALL, GUTS, NERVE, STONES",#69e352
189,USED TO BUILD A SNOWMAN,"CARROT, COAL, SNOW, STICKS",#5492ff
189,FUNNY ___,"BONE, BUSINESS, GIRL, PAGES",#df7bea
190,BRIEF MOMENT,"FLASH, JIFFY, SECOND, WINK",#fbd400
190,PRIMARY,"CHIEF, FIRST, MAIN, PRINCIPAL",#69e352
190,AVENUES IN N.Y.C.,"BROADWAY, FIFTH, MADISON, PARK",#5492ff
190,___ HOUR,"AMATEUR, ELEVENTH, HAPPY, RUSH",#df7bea
191,ACCESSORIES,"BELT, BRACELET, TIE, WATCH",#fbd400
191,COMEDIAN’S OUTPUT,"BIT, JOKE, ROUTINE, SKETCH",#69e352
191,ATTRACTION,"APPEAL, CHARM, DRAW, PULL",#5492ff
191,TWO LETTERS + NUMBER,"CANINE, FREIGHT, OFTEN, STONE",#df7bea
192,CONTACT VIA PHONE,"BUZZ, CALL, DIAL, RING",#fbd400
192,BOOK SECTIONS,"APPENDIX, CHAPTER, INDEX, PREFACE",#69e352
192,WEE,"DINKY, LITTLE, MINUTE, SLIGHT",#5492ff
192,CARTOON MICE,"ITCHY, JERRY, PINKY, SPEEDY",#df7bea
193,SEEN IN A LAUNDRY ROOM,"DRYER, HAMPER, IRON, WASHER",#fbd400
193,SHEPHERD,"DIRECT, GUIDE, LEAD, STEER",#69e352
193,WHAT “I” MIGHT MEAN,"IODINE, IOTA, MYSELF, ONE",#5492ff
193,___ VALLEY,"DEATH, HIDDEN, SILICON, UNCANNY",#df7bea
194,CLASSIC HALLOWEEN COSTUMES,"ANGEL, CLOWN, PIRATE, WITCH",#fbd400
194,BEE CREATIONS,"COMB, HIVE, HONEY, WAX",#69e352
194,INTERVAL OF TIME,"PERIOD, SPELL, STRETCH, WHILE",#5492ff
194,ANIMAL HOMOPHONES,"DEAR, HAIR, HOARSE, WAIL",#df7bea
195,MEANS OF TRANSPORTATION,"BOAT, CAR, PLANE, TRAIN",#fbd400
195,WILLING TO PARTICIPATE,"DOWN, GAME, IN, ON BOARD",#69e352
195,"LITTLE BIT, IN A RECIPE","DASH, DROP, PINCH, SPLASH",#5492ff
195,___BERRY [note no space],"BLUE, GOOSE, RASP, STRAW",#df7bea
196,GENTLE,"LIGHT, MELLOW, MILD, SOFT",#fbd400
196,CUTS OF PORK,"BELLY, CHOP, HOCK, SHOULDER",#69e352
196,STATUE OF LIBERTY FEATURES,"CROWN, ROBE, TABLET, TORCH",#5492ff
196,THINGS TO BLOW ON FOR WISHES/LUCK,"CANDLE, DANDELION, DICE, EYELASH",#df7bea
197,DARLING,"BABY, BOO, DEAR, LOVE",#fbd400
197,BASIC GEOMETRIC OBJECTS,"LINE, POINT, RAY, SEGMENT",#69e352
197,OOMPH,"ENERGY, FIRE, JUICE, ZIP",#5492ff
197,SECRET ___,"AGENT, CODE, SANTA, SAUCE",#df7bea
198,ROAD NAMES,"ALLEY, DRIVE, LANE, STREET",#fbd400
198,PAPER IN A BOOK,"FOLIO, LEAF, PAGE, SHEET",#69e352
198,RESTRAIN,"CHECK, CURB, LIMIT, STEM",#5492ff
198,THINGS YOU CAN DO TO YOUR NOSE,"BLOW, HOLD, PICK, THUMB",#df7bea
199,NAME PREFIXES,"GEN, MS, PROF, REV",#fbd400
199,ART MEDIUMS,"CHARCOAL, INK, PAINT, PASTEL",#69e352
199,INDICATION OF THINGS TO COME,"MESSAGE, OMEN, SIGN, WARNING",#5492ff
199,___ PEPPER,"BELL, BLACK, DR, GHOST",#df7bea
200,PARTS OF A CAR,"BUMPER, HOOD, TIRE, TRUNK",#fbd400
200,MOVE QUICKLY,"BOLT, DART, DASH, ZIP",#69e352
200,BIRDS,"CARDINAL, JAY, LARK, SWIFT",#5492ff
200,JAZZ LEGENDS,"HANCOCK, HOLIDAY, MONK, PARKER",#df7bea
201,SHIRTS,"CROP, POLO, TANK, TEE",#fbd400
201,"COOL, IN ’80S SLANG","BAD, FLY, FRESH, RAD",#69e352
201,LETTER SPELLINGS,"BEE, EX, GEE, JAY",#5492ff
201,___ GEORGE,"BOY, BY, CURIOUS, SAINT",#df7bea
202,BLACK-AND-WHITE ANIMALS,"ORCA, PANDA, SKUNK, ZEBRA",#fbd400
202,SEQUENCE,"CHAIN, SERIES, STRING, TRAIN",#69e352
202,HETERONYMS,"BASS, DESERT, DOVE, WIND",#5492ff
202,___ TRAP,"BEAR, SAND, SPEED, TOURIST",#df7bea
203,ORGANIZATION,"CLUB, GROUP, PARTY, TEAM",#fbd400
203,"SHARPNESS, AS OF AN IMAGE","CLARITY, DEFINITION, DETAIL, RESOLUTION",#69e352
203,PLACES IN FRANCE,"CHAMPAGNE, DIJON, NICE, TOURS",#5492ff
203,HAPPY NEW YEAR!,"BALL, COUNTDOWN, FIREWORKS, KISS",#df7bea
204,GARDENING NOUNS/VERBS,"PLANT, SEED, WATER, WEED",#fbd400
204,KINDS OF SALADS,"CAESAR, GREEK, GREEN, WEDGE",#69e352
204,"CLASSIC GAME SHOWS, FAMILIARLY","MILLIONAIRE, PRICE, PYRAMID, WHEEL",#5492ff
204,W + VOWEL PROGRESSION,"WAY, WEE, WHOA, WHY",#df7bea
205,B.L.T. INGREDIENTS,"BACON, BREAD, LETTUCE, TOMATO",#fbd400
205,OBSTRUCT,"BLOCK, CLOG, JAM, STOP",#69e352
205,BASEBALL STATS,"DOUBLE, HIT, RUN, WALK",#5492ff
205,SMALL ___,"FRY, TALK, WONDER, WORLD",#df7bea
206,MOVE THROUGH THE AIR,"FLOAT, FLY, GLIDE, SOAR",#fbd400
206,HIDDEN LISTENING DEVICES,"BUG, MIKE, TAP, WIRE",#69e352
206,"SELECT, AS A BOX ON A FORM","CHECK, MARK, TICK, X",#5492ff
206,RAPPERS MINUS FIRST LETTER,"40, COLE, PAIN, TIP",#df7bea
207,GIFT-GIVING ACCESSORIES,"BOW, BOX, CARD, WRAPPING",#fbd400
207,DATING APP ACTIONS,"BLOCK, MATCH, MESSAGE, SWIPE",#69e352
207,"COOL, IN SLANG","FIRE, LIT, SICK, TIGHT",#5492ff
207,LUCKY ___,"BREAK, CHARM, DUCK, STRIKE",#df7bea
208,PLAYFULLY BOTHER,"JOSH, KID, RIB, TEASE",#fbd400
208,APEX,"HEIGHT, MAX, PEAK, TOP",#69e352
208,WORDS FOR SPECIFIC QUANTITIES,"DOZEN, GROSS, PAIR, SCORE",#5492ff
208,WHAT “X” MIGHT MEAN,"ADULT, KISS, TEN, TIMES",#df7bea
209,STRONG SMELL,"FUNK, MUSK, ODOR, TANG",#fbd400
209,MOVE BACK AND FORTH,"ROCK, SWAY, SWING, WAVE",#69e352
209,THINGS TO PICK,"AFRO, BONE, FIGHT, LOCK",#5492ff
209,___ BALL,"CRYSTAL, DISCO, FOUL, GUTTER",#df7bea
210,TECH COMPANIES,"ALPHABET, AMAZON, APPLE, META",#fbd400
210,KINDS OF EXAMS,"BAR, FINAL, ORAL, PHYSICAL",#69e352
210,SOMETHING EXEMPLARY,"BEAUTY, GEM, MARVEL, PEACH",#5492ff
210,___ TOOTH,"BABY, EYE, SWEET, WISDOM",#df7bea
211,THINGS THAT ARE ORANGE,"BASKETBALL, CARROT, GOLDFISH, PUMPKIN",#fbd400
211,"LONG, SKINNY OBJECTS","POLE, ROD, STAFF, STICK",#69e352
211,SEEN ON A GOLF COURSE,"CART, CLUB, HOLE, TEE",#5492ff
211,SHAPES OF CAPITAL GREEK LETTERS,"CIRCLE, HORSESHOE, PITCHFORK, TRIANGLE",#df7bea
212,CLEANING SUPPLIES,"BROOM, MOP, RAG, SPONGE",#fbd400
212,"ELEMENTS OF COOKING,  PER SAMIN NOSRAT","ACID, FAT, HEAT, SALT",#69e352
212,THINGS THAT MAKE YOU SNEEZE,"DUST, PEPPER, POLLEN, SMOKE",#5492ff
212,TITULAR FICTIONAL DETECTIVES,"MAGNUM, MONK, SHAFT, TRACY",#df7bea
213,BIT OF MAGIC,"CHARM, CURSE, HEX, SPELL",#fbd400
213,FOUND AROUND A FIREPLACE,"FLUE, GRATE, LOG, POKER",#69e352
213,THINGS SEEN AT A CASINO,"CARDS, CHIPS, DICE, SLOTS",#5492ff
213,WAYS TO PREPARE CHEESE,"CRUMBLE, MELT, SHRED, SLICE",#df7bea
214,STATES OF MATTER,"GAS, LIQUID, PLASMA, SOLID",#fbd400
214,ALL-TIMER,"GREAT, HERO, ICON, LEGEND",#69e352
214,“PH” WORDS THAT ALSO WORK WITH “F”,"PHAT, PHEW, PHILLY, PHISH",#5492ff
214,___ PITCH,"ELEVATOR, FEVER, PERFECT, SALES",#df7bea
215,TOPIC OF DISCUSSION,"ISSUE, MATTER, POINT, SUBJECT",#fbd400
215,SECTION OF ONE’S LIFE,"CHAPTER, PERIOD, PHASE, STAGE",#69e352
215,"PARTS OF A CAR, INFORMALLY","DASH, SHOCK, TANK, WHEEL",#5492ff
215,COLOR HOMOPHONES,"BLEW, CHORAL, READ, ROWS",#df7bea
216,CREDENTIALS FOR ENTRY,"BADGE, INVITE, PASS, TICKET",#fbd400
216,PRESIDE OVER,"CHAIR, DIRECT, LEAD, RUN",#69e352
216,AMERICAN FOOTBALL POSITIONS,"CENTER, END, SAFETY, TACKLE",#5492ff
216,POSTPONE,"HOLD, PUNT, STALL, TABLE",#df7bea
217,THINGS TO PAY,"BILL, CHECK, INVOICE, TAB",#fbd400
217,THIEVE,"PINCH, ROB, STEAL, SWIPE",#69e352
217,MALE ANIMALS,"BUCK, BULL, JACK, TOM",#5492ff
217,"LEGWEAR, IN THE SINGULAR","JEAN, PANT, SHORT, TIGHT",#df7bea
218,LIST OF CANDIDATES,"BALLOT, ROSTER, SLATE, TICKET",#fbd400
218,PROTECTIVE BARRIER,"BUFFER, CUSHION, PAD, SHIELD",#69e352
218,MEDICINE FORMATS,"CAPSULE, CREAM, SYRUP, TABLET",#5492ff
218,PEA ___,"COAT, GREEN, POD, SOUP",#df7bea
219,DECEIVE,"CON, DUPE, FOOL, TRICK",#fbd400
219,INSIDE INFO,"DOPE, SCOOP, SKINNY, WORD",#69e352
219,TILT TO ONE SIDE,"CANT, LEAN, LIST, SLOPE",#5492ff
219,WORDS SPELLED WITH AN UPSIDE-DOWN CALCULATOR,"BOOB, EGGSHELL, GIGGLE, HELLO",#df7bea
220,DATA SET DATA,"MEAN, MEDIAN, MODE, RANGE",#fbd400
220,CHEMISTRY TERMS,"BASE, BOND, ELEMENT, SOLUTION",#69e352
220,ADJECTIVE INTENSIFIERS,"AWFUL, PRETTY, RATHER, REAL",#5492ff
220,RADIO HALL OF FAME MEMBERS,"GLASS, GROSS, KING, STERN",#df7bea
221,SHOW OFF,"GRANDSTAND, PEACOCK, POSTURE, STRUT",#fbd400
221,FOREMOST,"MAIN, PARAMOUNT, PRIME, SUPREME",#69e352
221,COLORS IN BRAZIL’S FLAG,"BLUE, GREEN, WHITE, YELLOW",#5492ff
221,___ LETTER,"CHAIN, COVER, LOVE, SCARLET",#df7bea
222,SUNDAE TOPPINGS,"CHERRY, FUDGE, NUTS, SPRINKLES",#fbd400
222,LEAVE HIGH AND DRY,"DESERT, DITCH, MAROON, STRAND",#69e352
222,“PHOOEY!”,"CURSES, DARN, RATS, SHOOT",#5492ff
222,WORDS IN TONGUE TWISTERS,"FUZZY, PEPPERS, SEASHELLS, WOODCHUCK",#df7bea
223,DECLINE,"DIP, DROP, FALL, SINK",#fbd400
223,MOVE WITH SPEED,"BLAZE, FLY, RACE, TEAR",#69e352
223,KINDS OF DANCE,"MODERN, SALSA, SWING, TAP",#5492ff
223,BABY ___,"BOOM, CARROT, SHOWER, TALK",#df7bea
224,RIP OFF,"FLEECE, HOSE, ROB, STIFF",#fbd400
224,THINGS MADE OF WAX,"CANDLE, CRAYON, HONEYCOMB, SEAL",#69e352
224,PARTS OF AN AIRPLANE,"CABIN, ENGINE, NOSE, WING",#5492ff
224,UNITS OF VEGETABLES,"BULB, EAR, HEAD, STALK",#df7bea
225,SYMBOLIC RODS,"BATON, SCEPTER, STAFF, WAND",#fbd400
225,DENTAL TERMS,"CAVITY, CROWN, FILLING, PLAQUE",#69e352
225,RUBBER STAMP WORDS,"APPROVED, PAID, URGENT, VOID",#5492ff
225,___ YEAR,"GAP, LEAP, LIGHT, SCHOOL",#df7bea
226,BRING INTO BEING,"COIN, CREATE, DEVISE, INVENT",#fbd400
226,EXCELLENT,"FINE, PRIME, QUALITY, STERLING",#69e352
226,SYMBOLS ABOVE NUMBERS ON A KEYBOARD,"AT, DOLLAR, PERCENT, POUND",#5492ff
226,PASS THE ___,"BAR, BUCK, TIME, TORCH",#df7bea
227,SMARTPHONE FEATURES BEGINNING WITH “C”,"CALCULATOR, CALENDAR, CAMERA, CLOCK",#fbd400
227,PARTS OF THE EYE,"CONE, IRIS, LENS, PUPIL",#69e352
227,FAMILIAL NICKNAMES,"DADA, GRAMMY, MUM, POPPY",#5492ff
227,WORDS PRONOUNCED DIFFERENTLY WITH ACCENT MARKS,"EXPOSE, PATE, RESUME, ROSE",#df7bea
228,OF-THE-MOMENT,"BIG, HOT, IN, POPULAR",#fbd400
228,PICTOGRAPH,"CHARACTER, GLYPH, ICON, SYMBOL",#69e352
228,"IMPOSE, AS A PENALTY","ASSESS, CHARGE, FINE, LEVY",#5492ff
228,WORDS BEGINNING WITH BODY PARTS,"HANDSOME, HIPPO, LEGEND, LIPID",#df7bea
